1776192,"[2972428928, 1823369186, 3025444328, 1024025121, 2877501688, 2514143386, 4078218285]"
5161061,"[861989233, 1538046875, 1652007005, 2098674667, 737935339, 2027962693, 2169802745, 1926865450, 319129729, 3272920269]"
7336598,"[4125420656, 1820029797, 2428145712, 1980837904, 380501274, 1501679119]"
7514340,"[3841392405, 507707719, 2696649330, 901144614, 4134671058, 854823005]"
15390083,"[2529072432, 907302600, 2643833505, 1361307272, 771676713, 955398943, 633659090]"
16454810,"[2006570293, 761140108, 665321720, 968434069, 589257919, 1779618386]"
18236457,"[3004007968, 1703679230, 3553950281, 3214494361, 2353399295, 452781702, 2077156568]"
20018153,"[63412025, 464565286, 3583332424, 2410772923, 3592182997, 2053692105]"
23465780,"[2529072432, 1600413013, 602394192, 955398943, 3017074183, 2414358105, 3807695143]"
30355949,"[955398943, 438768882, 4294209504, 661460159, 3404987729, 2860418664, 1773230862]"
33509612,"[1860511950, 4203627753, 2668074570, 966971643, 2428145712, 794450376]"
35565661,"[2139975650, 652541886, 3655418763, 275437483, 2036167774, 378408397]"
37106093,"[3306999925, 3931717290, 2198898969, 4096532695, 2692070381, 1617391894, 3336783567]"
38395056,"[677485601, 200617654, 1278585786, 1580455386, 3252432592, 3415281246]"
43826519,"[2378630297, 1788874248, 605300738, 4205267137, 4229681081, 4292059849, 680476316]"
43965236,"[228340462, 1900273727, 559618821, 2923175068, 4082601014, 2806565970, 3395117104, 2725164213]"
48222018,"[2163997791, 758289588, 2347297427, 496131340, 2489566262]"
50521271,"[1070478164, 1570912780, 1667438718, 3211023626, 982322965, 1927775201]"
57783108,"[2529072432, 2860418664, 1600413013, 1143513079, 861118590, 3735036412, 3275248026, 1872379613, 1082833698, 1858978872, 2355400133]"
65116502,"[894829625, 4227721355, 1966347593, 2810232094, 4264661415, 1467809542]"
67355582,"[2975829844, 3218113289, 2740101266, 3501300823, 3022995002, 1183309937, 3611646220]"
71092144,"[3735036412, 1319656469, 289899674, 3676729604, 1458428999, 3494003218]"
73830292,"[4242816413, 2051603944, 3790866767, 1613671569, 130493588, 3199229320]"
74368740,"[73584564, 1801175686, 2090317215, 435473446, 11077318, 3886183264]"
74504185,"[1361307272, 955398943, 771676713, 1148012652, 907302600, 2529072432, 633659090, 2643833505, 278651783]"
75001773,"[2621315686, 1716470668, 1892018889, 1902753965, 10609218]"
75436593,"[4172382349, 997929928, 934970634, 1047967283, 3033694655, 2653923514]"
76313799,"[2642707561, 1203717384, 1469291456, 2149464820, 1269035551, 268233790, 673098017]"
77627621,"[3258757385, 724969489, 3258757385, 3826292515, 2429151401, 4269687196]"
80365330,"[514153585, 218221722, 3302719635, 2806565970, 559618821, 2431677639]"
