1776192,"[3025444328, 1823369186, 4078218285, 1024025121, 2877501688, 2972428928, 2514143386]"
5161061,"[1538046875, 2027962693, 319129729, 1926865450, 2169802745, 1652007005, 2098674667, 737935339, 3272920269, 861989233]"
7336598,"[4125420656, 1820029797, 1980837904, 380501274, 1501679119, 2428145712]"
7514340,"[2696649330, 3841392405, 854823005, 507707719, 4134671058, 901144614]"
15390083,"[907302600, 771676713, 955398943, 2529072432, 1361307272, 633659090, 2643833505]"
16454810,"[1779618386, 2006570293, 968434069, 665321720, 761140108, 589257919]"
18236457,"[3004007968, 2353399295, 2077156568, 3214494361, 1703679230, 3553950281, 452781702]"
20018153,"[2053692105, 63412025, 464565286, 2410772923, 3583332424, 3592182997]"
23465780,"[2529072432, 1600413013, 955398943, 602394192, 3807695143, 3017074183, 2414358105]"
30355949,"[955398943, 2860418664, 3404987729, 438768882, 661460159, 4294209504, 1773230862]"
33509612,"[966971643, 2668074570, 4203627753, 1860511950, 794450376, 2428145712]"
35565661,"[378408397, 3655418763, 652541886, 2036167774, 2139975650, 275437483]"
37106093,"[2692070381, 3336783567, 4096532695, 2198898969, 3306999925, 3931717290, 1617391894]"
38395056,"[3252432592, 677485601, 1278585786, 200617654, 3415281246, 1580455386]"
43826519,"[2378630297, 605300738, 4229681081, 4292059849, 4205267137, 680476316, 1788874248]"
43965236,"[228340462, 1900273727, 4082601014, 3395117104, 2923175068, 559618821, 2725164213, 2806565970]"
48222018,"[2163997791, 758289588, 2347297427, 2489566262, 496131340]"
50521271,"[1667438718, 1070478164, 1570912780, 1927775201, 982322965, 3211023626]"
57783108,"[2529072432, 861118590, 1600413013, 2860418664, 3735036412, 3275248026, 1858978872, 1872379613, 1143513079, 1082833698, 2355400133]"
65116502,"[1966347593, 4227721355, 1467809542, 2810232094, 4264661415, 894829625]"
67355582,"[2975829844, 3022995002, 3611646220, 1183309937, 3501300823, 3218113289, 2740101266]"
71092144,"[3735036412, 289899674, 3676729604, 1458428999, 1319656469, 3494003218]"
73830292,"[4242816413, 2051603944, 1613671569, 3790866767, 130493588, 3199229320]"
74368740,"[3886183264, 11077318, 73584564, 2090317215, 435473446, 1801175686]"
74504185,"[907302600, 2529072432, 771676713, 1361307272, 955398943, 633659090, 2643833505, 1148012652, 278651783]"
75001773,"[1892018889, 1716470668, 2621315686, 10609218, 1902753965]"
