1776192,"[3025444328, 2972428928, 4078218285, 1823369186, 2877501688, 1024025121, 2514143386]"
5161061,"[319129729, 3272920269, 2027962693, 2169802745, 1652007005, 1538046875, 737935339, 861989233, 1926865450, 2098674667]"
7336598,"[2428145712, 1820029797, 1501679119, 380501274, 1980837904, 4125420656]"
7514340,"[3841392405, 507707719, 901144614, 854823005, 2696649330, 4134671058]"
15390083,"[955398943, 907302600, 2529072432, 771676713, 633659090, 2643833505, 1361307272]"
16454810,"[968434069, 2006570293, 1779618386, 665321720, 761140108, 589257919]"
18236457,"[3004007968, 2353399295, 3553950281, 3214494361, 452781702, 1703679230, 2077156568]"
20018153,"[3583332424, 2410772923, 2053692105, 63412025, 464565286, 3592182997]"
23465780,"[3017074183, 955398943, 1600413013, 2529072432, 3807695143, 602394192, 2414358105]"
30355949,"[3404987729, 955398943, 4294209504, 438768882, 661460159, 1773230862, 2860418664]"
33509612,"[2428145712, 2668074570, 966971643, 1860511950, 794450376, 4203627753]"
35565661,"[3655418763, 2139975650, 652541886, 2036167774, 275437483, 378408397]"
37106093,"[2692070381, 1617391894, 3931717290, 4096532695, 3336783567, 2198898969, 3306999925]"
38395056,"[1278585786, 3252432592, 200617654, 677485601, 1580455386, 3415281246]"
43826519,"[1788874248, 605300738, 4292059849, 2378630297, 680476316, 4205267137, 4229681081]"
43965236,"[1900273727, 3395117104, 2725164213, 228340462, 4082601014, 2806565970, 559618821, 2923175068]"
48222018,"[496131340, 758289588, 2347297427, 2489566262, 2163997791]"
50521271,"[3211023626, 1070478164, 982322965, 1927775201, 1570912780, 1667438718]"
57783108,"[861118590, 1600413013, 1143513079, 1872379613, 2529072432, 2355400133, 3735036412, 1858978872, 2860418664, 3275248026, 1082833698]"
65116502,"[2810232094, 1467809542, 1966347593, 4227721355, 894829625, 4264661415]"
67355582,"[3022995002, 3501300823, 1183309937, 3218113289, 2740101266, 3611646220, 2975829844]"
