1776192,"[1024025121, 1823369186, 2514143386, 2877501688, 2972428928, 3025444328, 4078218285]"
5161061,"[319129729, 737935339, 861989233, 1538046875, 1652007005, 1926865450, 2027962693, 2098674667, 2169802745, 3272920269]"
7336598,"[380501274, 1501679119, 1820029797, 1980837904, 2428145712, 4125420656]"
7514340,"[507707719, 854823005, 901144614, 2696649330, 3841392405, 4134671058]"
15390083,"[633659090, 771676713, 907302600, 955398943, 1361307272, 2529072432, 2643833505]"
16454810,"[589257919, 665321720, 761140108, 968434069, 1779618386, 2006570293]"
18236457,"[452781702, 1703679230, 2077156568, 2353399295, 3004007968, 3214494361, 3553950281]"
20018153,"[63412025, 464565286, 2053692105, 2410772923, 3583332424, 3592182997]"
23465780,"[602394192, 955398943, 1600413013, 2414358105, 2529072432, 3017074183, 3807695143]"
30355949,"[438768882, 661460159, 955398943, 1773230862, 2860418664, 3404987729, 4294209504]"
33509612,"[794450376, 966971643, 1860511950, 2428145712, 2668074570, 4203627753]"
35565661,"[275437483, 378408397, 652541886, 2036167774, 2139975650, 3655418763]"
37106093,"[1617391894, 2198898969, 2692070381, 3306999925, 3336783567, 3931717290, 4096532695]"
38395056,"[200617654, 677485601, 1278585786, 1580455386, 3252432592, 3415281246]"
43826519,"[605300738, 680476316, 1788874248, 2378630297, 4205267137, 4229681081, 4292059849]"
43965236,"[228340462, 559618821, 1900273727, 2725164213, 2806565970, 2923175068, 3395117104, 4082601014]"
48222018,"[496131340, 758289588, 2163997791, 2347297427, 2489566262]"
50521271,"[982322965, 1070478164, 1570912780, 1667438718, 1927775201, 3211023626]"
57783108,"[861118590, 1082833698, 1143513079, 1600413013, 1858978872, 1872379613, 2355400133, 2529072432, 2860418664, 3275248026, 3735036412]"
65116502,"[894829625, 1467809542, 1966347593, 2810232094, 4227721355, 4264661415]"
67355582,"[1183309937, 2740101266, 2975829844, 3022995002, 3218113289, 3501300823, 3611646220]"
71092144,"[289899674, 1319656469, 1458428999, 3494003218, 3676729604, 3735036412]"
73830292,"[130493588, 1613671569, 2051603944, 3199229320, 3790866767, 4242816413]"
74368740,"[11077318, 73584564, 435473446, 1801175686, 2090317215, 3886183264]"
74504185,"[278651783, 633659090, 771676713, 907302600, 955398943, 1148012652, 1361307272, 2529072432, 2643833505]"
75001773,"[10609218, 1716470668, 1892018889, 1902753965, 2621315686]"
75436593,"[934970634, 997929928, 1047967283, 2653923514, 3033694655, 4172382349]"
76313799,"[268233790, 673098017, 1203717384, 1269035551, 1469291456, 2149464820, 2642707561]"
77627621,"[724969489, 2429151401, 3258757385, 3258757385, 3826292515, 4269687196]"
80365330,"[218221722, 514153585, 559618821, 2431677639, 2806565970, 3302719635]"
81053968,"[1767325091, 2153037761, 2465528861, 1544421101, 3289683998, 3963798906]"
87299174,"[1271330281, 3680209340, 3789029184, 3819567837, 4002798045]"
92401917,"[693857041, 949540452, 1423412400, 2108188468, 2823343043, 3472004495]"
93148987,"[518477191, 602394192, 955398943, 1600413013, 2235632935, 2382247676, 3326401128]"
94142526,"[467130966, 551112142, 873255426, 990256291, 1356197621, 1545194399, 2757258727]"
96920130,"[450130761, 615488222, 1241270051, 1776393554, 2429675854, 2628680570]"
97062150,"[268233790, 2007279414, 2073609284, 2498491194, 3849306291, 3950589515]"
99141124,"[299139894, 392383010, 2724941310, 2803078645, 2953583082, 3180156897, 3488277311]"
103955826,"[178831464, 424521338, 2130616732, 2643833505, 3581275802, 3726270158, 3949611603]"
105347632,"[186107339, 366857842, 738076221, 1558280207, 1767661989, 2182496817, 2257585691, 2626832189, 2679521343, 2708627209, 3376050735, 3525619764, 3892571955, 4001241592]"
109457319,"[426902061, 955398943, 1532377761, 1832462541, 1044854627, 1600413013, 2776566965, 3632072502]"
110128780,"[955398943, 1390707377, 1532377761, 2529072432, 3565166403, 3855266116]"
110342379,"[97217712, 252563955, 633659090, 642644408, 784509544, 861118590, 982153847, 1530709861, 1641491432, 2130616732, 3183605169, 3295999782, 3770119781]"
113021847,"[278651783, 424727744, 955398943, 1334001859, 1604908519, 2214347761, 2389263741, 2643833505, 2933717037]"
118243744,"[196924436, 259600765, 718107120, 2755327289, 2816622892, 3271725028, 3731778741]"
122743553,"[44607617, 152418051, 1528500344, 1845786756, 3922290830, 3281130769]"
128581247,"[498238691, 1386404286, 2153037761, 3022634670, 3754394539, 4219761316]"
130441156,"[642907744, 1012343640, 1810485930, 2277754128, 2856764723, 3251218411]"
131621903,"[496131340, 900803265, 1731351853, 1788874248, 2218325768, 2509086570, 2873249283]"
137002204,"[1501679119, 1718413929, 1812117472, 2428145712, 3251813967, 4125420656]"
138126692,"[268233790, 312761834, 952519340, 1587116147, 2007279414, 3048578499, 3849306291]"
139480407,"[955398943, 1532377761, 1779648453, 1993111201, 3632072502, 3802870894, 4123796524, 4260484947]"
141849067,"[268233790, 952519340, 1269035551, 2007279414, 3048578499, 3849306291]"
146035325,"[486546531, 599395378, 1520335024, 2153037761, 2906696294, 3113660150, 3470999302]"
147627126,"[703370904, 2698678033, 3488779034, 3504788955, 3702049129, 4136385770]"
149914134,"[1076364848, 1816813281, 1269035551, 2498491194, 2007279414, 3849306291]"
151534919,"[907302600, 1361307272, 2133183406, 2401458775, 2643833505, 3913403716, 4004100709]"
160230482,"[952519340, 1076364848, 1269035551, 1902753965, 2007279414, 2149464820, 2498491194, 3309338938, 3776957253, 4244463632]"
160673392,"[198166767, 702971420, 1133385189, 1448086840, 2803195749, 3343711990]"
166773493,"[268233790, 1269035551, 1844176380, 2007279414, 2149464820, 4080944038]"
167608261,"[1271330281, 1838843061, 2132888830, 3229573153, 3680209340, 4002798045]"
168520465,"[263253434, 633659090, 1133385189, 1212947698, 1425335642, 2130616732, 2490603461, 3047285147, 3263622673, 3429508261]"
176349030,"[116205891, 791187416, 2824762134, 4133637044, 4224104772, 3575536012]"
178408585,"[450130761, 1427467626, 1699561506, 2120779072, 2479111332, 2628680570, 2803195749, 3066409179, 3249170164]"
180191037,"[144836311, 273902811, 442600417, 453613647, 517636552, 527677263, 746497547, 856829354, 987194908, 1035926205, 1049315016, 105414247, 1287096175, 1300982397, 1340225642, 1487776549, 1656059935, 1690995478, 1745394194, 2139851240, 2171670615, 2241189246, 2286605851, 2491497470, 2520708953, 2580599648, 2586617318, 2718272622, 2827721613, 3153590943, 3260635116, 3267801312, 3342533717, 3375367183, 3464625870, 3492796375, 3555408068, 3611020962, 4057581717, 4241740470, 4250174466, 4275430082, 3663077452, 3989395314]"
181961047,"[364572656, 473090869, 699952923, 990606533, 3928440935, 4036898534, 4142448875]"
182290053,"[955398943, 2130616732, 2401458775, 2529072432, 2643833505, 3731940597]"
183980147,"[628034280, 638380151, 1677917066, 1710908750, 2905904014, 4195311930]"
188875346,"[146533907, 559618821, 1488068589, 2806565970, 3045187509, 3863879024]"
192951763,"[719337372, 1154762179, 1205670273, 1527128646, 1641491432, 2259285302, 2368083210, 2927716511, 3626560268]"
195055182,"[353933726, 460112184, 1466704967, 2438057172, 2829598154, 2913407142]"
207382248,"[457574593, 1219797368, 1252467098, 2178346412, 2700675460, 3315807711, 3424643087, 3770158409, 4190936606]"
