1776192,"[1823369186, 2514143386, 3025444328, 2972428928, 2877501688, 1024025121, 4078218285]"
5161061,"[1538046875, 2027962693, 737935339, 319129729, 3272920269, 1926865450, 861989233, 2169802745, 1652007005, 2098674667]"
7336598,"[4125420656, 1820029797, 1980837904, 380501274, 1501679119, 2428145712]"
7514340,"[507707719, 3841392405, 901144614, 854823005, 2696649330, 4134671058]"
15390083,"[771676713, 907302600, 955398943, 2529072432, 1361307272, 633659090, 2643833505]"
16454810,"[968434069, 2006570293, 1779618386, 665321720, 761140108, 589257919]"
18236457,"[2353399295, 3553950281, 2077156568, 1703679230, 3214494361, 452781702, 3004007968]"
20018153,"[2410772923, 2053692105, 464565286, 63412025, 3583332424, 3592182997]"
23465780,"[1600413013, 2529072432, 955398943, 602394192, 3807695143, 2414358105, 3017074183]"
30355949,"[955398943, 2860418664, 3404987729, 4294209504, 438768882, 661460159, 1773230862]"
33509612,"[966971643, 4203627753, 2668074570, 1860511950, 794450376, 2428145712]"
35565661,"[2139975650, 2036167774, 3655418763, 378408397, 652541886, 275437483]"
37106093,"[2692070381, 3306999925, 2198898969, 3336783567, 3931717290, 4096532695, 1617391894]"
38395056,"[677485601, 3252432592, 3415281246, 200617654, 1278585786, 1580455386]"
43826519,"[4292059849, 1788874248, 2378630297, 4205267137, 4229681081, 605300738, 680476316]"
43965236,"[228340462, 1900273727, 3395117104, 4082601014, 2923175068, 559618821, 2806565970, 2725164213]"
48222018,"[2347297427, 2163997791, 758289588, 496131340, 2489566262]"
50521271,"[1667438718, 982322965, 3211023626, 1570912780, 1070478164, 1927775201]"
57783108,"[861118590, 1600413013, 2529072432, 2860418664, 3735036412, 3275248026, 1143513079, 1872379613, 1858978872, 1082833698, 2355400133]"
65116502,"[4264661415, 1966347593, 1467809542, 2810232094, 4227721355, 894829625]"
67355582,"[3611646220, 3501300823, 1183309937, 3022995002, 2975829844, 3218113289, 2740101266]"
71092144,"[3735036412, 1319656469, 3494003218, 289899674, 3676729604, 1458428999]"
73830292,"[4242816413, 2051603944, 1613671569, 3790866767, 130493588, 3199229320]"
74368740,"[2090317215, 435473446, 11077318, 1801175686, 3886183264, 73584564]"
74504185,"[771676713, 907302600, 2529072432, 1361307272, 955398943, 633659090, 2643833505, 1148012652, 278651783]"
75001773,"[1892018889, 1716470668, 2621315686, 10609218, 1902753965]"
75436593,"[2653923514, 934970634, 997929928, 4172382349, 3033694655, 1047967283]"
76313799,"[2642707561, 1469291456, 1203717384, 2149464820, 268233790, 1269035551, 673098017]"
77627621,"[4269687196, 3826292515, 3258757385, 3258757385, 2429151401, 724969489]"
80365330,"[559618821, 218221722, 3302719635, 514153585, 2431677639, 2806565970]"
81053968,"[2153037761, 3963798906, 1767325091, 3289683998, 1544421101, 2465528861]"
87299174,"[3789029184, 4002798045, 3819567837, 1271330281, 3680209340]"
92401917,"[2823343043, 3472004495, 949540452, 693857041, 2108188468, 1423412400]"
93148987,"[955398943, 1600413013, 602394192, 518477191, 3326401128, 2235632935, 2382247676]"
94142526,"[990256291, 2757258727, 1356197621, 467130966, 873255426, 551112142, 1545194399]"
96920130,"[1241270051, 2628680570, 2429675854, 450130761, 615488222, 1776393554]"
97062150,"[2498491194, 2073609284, 3950589515, 3849306291, 268233790, 2007279414]"
99141124,"[299139894, 2724941310, 2953583082, 3488277311, 392383010, 2803078645, 3180156897]"
103955826,"[2130616732, 2643833505, 3949611603, 3726270158, 424521338, 178831464, 3581275802]"
105347632,"[2679521343, 2708627209, 3525619764, 4001241592, 2257585691, 1767661989, 1558280207, 2182496817, 3892571955, 366857842, 738076221, 3376050735, 2626832189, 186107339]"
109457319,"[1600413013, 955398943, 1044854627, 2776566965, 1832462541, 1532377761, 426902061, 3632072502]"
110128780,"[2529072432, 955398943, 1532377761, 3565166403, 3855266116, 1390707377]"
110342379,"[861118590, 633659090, 2130616732, 982153847, 252563955, 784509544, 97217712, 3295999782, 642644408, 3770119781, 1530709861, 1641491432, 3183605169]"
113021847,"[955398943, 2643833505, 1334001859, 2214347761, 2389263741, 424727744, 1604908519, 2933717037, 278651783]"
118243744,"[718107120, 259600765, 2755327289, 3731778741, 196924436, 3271725028, 2816622892]"
122743553,"[1528500344, 152418051, 3922290830, 3281130769, 44607617, 1845786756]"
128581247,"[2153037761, 4219761316, 3754394539, 1386404286, 498238691, 3022634670]"
130441156,"[1012343640, 3251218411, 1810485930, 2277754128, 642907744, 2856764723]"
131621903,"[1788874248, 900803265, 2873249283, 2509086570, 496131340, 1731351853, 2218325768]"
137002204,"[4125420656, 1812117472, 3251813967, 1718413929, 1501679119, 2428145712]"
138126692,"[952519340, 1587116147, 312761834, 3849306291, 3048578499, 268233790, 2007279414]"
