1776192,"[2514143386, 2972428928, 1823369186, 1024025121, 2877501688, 4078218285, 3025444328]"
5161061,"[319129729, 1926865450, 3272920269, 2027962693, 2098674667, 2169802745, 1652007005, 861989233, 1538046875, 737935339]"
7336598,"[4125420656, 1820029797, 380501274, 1980837904, 1501679119, 2428145712]"
7514340,"[2696649330, 854823005, 4134671058, 901144614, 507707719, 3841392405]"
15390083,"[2529072432, 771676713, 955398943, 907302600, 1361307272, 633659090, 2643833505]"
16454810,"[968434069, 665321720, 761140108, 1779618386, 589257919, 2006570293]"
18236457,"[1703679230, 2077156568, 3553950281, 2353399295, 452781702, 3214494361, 3004007968]"
20018153,"[464565286, 3592182997, 63412025, 3583332424, 2410772923, 2053692105]"
23465780,"[2529072432, 955398943, 1600413013, 602394192, 3807695143, 2414358105, 3017074183]"
30355949,"[955398943, 2860418664, 3404987729, 4294209504, 661460159, 438768882, 1773230862]"
33509612,"[966971643, 4203627753, 794450376, 2668074570, 1860511950, 2428145712]"
35565661,"[2036167774, 378408397, 652541886, 275437483, 2139975650, 3655418763]"
37106093,"[2692070381, 3931717290, 2198898969, 3306999925, 4096532695, 3336783567, 1617391894]"
38395056,"[3252432592, 677485601, 3415281246, 200617654, 1278585786, 1580455386]"
43826519,"[2378630297, 605300738, 4292059849, 4205267137, 1788874248, 4229681081, 680476316]"
43965236,"[228340462, 1900273727, 3395117104, 4082601014, 559618821, 2725164213, 2923175068, 2806565970]"
48222018,"[758289588, 2347297427, 2163997791, 496131340, 2489566262]"
50521271,"[1667438718, 3211023626, 982322965, 1070478164, 1570912780, 1927775201]"
57783108,"[2529072432, 861118590, 1600413013, 2860418664, 3735036412, 3275248026, 1872379613, 1858978872, 1082833698, 1143513079, 2355400133]"
65116502,"[4264661415, 1966347593, 2810232094, 4227721355, 1467809542, 894829625]"
67355582,"[3022995002, 2740101266, 3218113289, 3501300823, 2975829844, 3611646220, 1183309937]"
71092144,"[3735036412, 289899674, 3494003218, 1319656469, 1458428999, 3676729604]"
73830292,"[4242816413, 2051603944, 1613671569, 3790866767, 130493588, 3199229320]"
74368740,"[2090317215, 1801175686, 3886183264, 11077318, 73584564, 435473446]"
74504185,"[771676713, 2529072432, 907302600, 955398943, 1361307272, 633659090, 2643833505, 1148012652, 278651783]"
75001773,"[1892018889, 1716470668, 10609218, 2621315686, 1902753965]"
75436593,"[934970634, 2653923514, 1047967283, 4172382349, 997929928, 3033694655]"
76313799,"[1469291456, 2642707561, 1203717384, 2149464820, 1269035551, 268233790, 673098017]"
77627621,"[3826292515, 4269687196, 2429151401, 3258757385, 3258757385, 724969489]"
80365330,"[218221722, 2431677639, 559618821, 514153585, 3302719635, 2806565970]"
81053968,"[2153037761, 3963798906, 1767325091, 1544421101, 3289683998, 2465528861]"
87299174,"[3789029184, 1271330281, 3819567837, 4002798045, 3680209340]"
92401917,"[693857041, 2823343043, 3472004495, 949540452, 2108188468, 1423412400]"
