104070,207614139,0,7,40,1,10,1,3809403202,0
214416,3601169721,0,7,27,2,15,1,2413718807,0
1204184,2774418078,0,14,19,2,22,1,1959314866,0
1921275,4092048823,0,7,20,1,23,1,1780621110,0
3716263,3205024967,0,9,18,2,10,1,2647473934,0
4358089,4128087249,0,7,14,1,19,1,3449072301,0
4364520,2798769441,0,9,16,2,26,1,3048660667,0
4364520,1185909505,0,9,22,1,6,1,3048660667,10
6745734,3215198745,0,7,27,1,27,1,485156838,5
6815556,2828200780,0,14,18,1,22,1,1140839067,0
6912101,2515029406,0,8,35,1,27,1,3081019815,0
6941167,2875543516,0,7,30,2,15,1,3414993084,0
8689602,3579660533,1,7,22,1,23,1,2090399556,0
8816449,1427626481,0,7,23,2,27,1,2888015356,0
9032213,2296487275,0,7,23,1,23,1,3643822338,0
10609218,75001773,0,5,32,1,22,1,3126582230,0
10609218,2231456394,0,7,28,1,22,1,3126582230,10
10609218,2384215566,0,7,15,1,22,1,3126582230,10
10609218,1751890352,0,7,23,1,22,1,3126582230,2
11077318,74368740,0,7,35,2,26,1,2806278539,0
12957499,2231456394,0,7,28,1,22,1,1367843566,0
13620896,1236967132,0,8,19,2,1,1,2600428888,0
13620896,2069616722,0,9,22,1,10,1,2600428888,0
14945235,1322959747,0,7,27,1,9,1,3244233639,0
14945235,1929993059,0,7,16,2,9,1,3244233639,0
15160790,648323757,0,7,23,2,22,1,2200952411,2
16744769,3387377708,0,7,27,2,27,1,1916832025,0
18155167,2386208218,0,7,29,2,15,1,1432430623,0
18401271,3462246595,0,14,26,1,22,1,4226209888,0
18401271,3462246595,0,14,26,1,22,1,4226209888,0
18463055,840892479,0,14,18,1,22,1,1016098580,0
18501982,2269787345,0,7,33,1,10,1,415464198,0
19066266,3211659078,0,7,22,2,15,1,1936470979,10
19861336,1571871667,0,14,17,1,22,1,1692451009,0
19861336,1467753127,0,14,19,2,22,1,1692451009,0
19969040,3601169721,0,7,27,2,15,1,1557404606,0
22235632,428619631,0,14,16,2,22,1,1502104686,0
23065304,1761070733,0,14,21,1,22,1,2138008754,0
24198566,637288269,0,7,32,2,19,1,415464198,0
24645215,3449620252,0,7,26,2,27,1,3648820202,0
24943903,1954551442,0,14,24,1,22,1,3220874162,0
25378326,1435067643,0,7,27,1,1,1,3706418900,0
25712446,332906681,0,7,25,1,27,1,2471598557,0
25927492,491840802,0,7,35,1,27,1,3593458449,0
25999604,4181821860,0,27,21,2,26,1,3025178384,0
26556401,2386480530,0,14,23,1,27,1,2728294838,0
27733025,2927772127,0,14,18,2,27,1,2023601765,10
27733025,1489351479,0,14,21,1,22,1,2023601765,0
31422297,1612463745,0,18,38,2,9,1,3911204501,0
