1776192,2877501688,0,6,1988,1,125,2.5
1776192,3025444328,0,6,1988,1,125,2.5
1776192,4078218285,0,6,1988,1,125,2.5
1776192,1024025121,0,6,1988,1,125,2.5
1776192,2972428928,0,6,1988,1,125,2.5
1776192,2514143386,0,6,1988,1,125,2.5
1776192,1823369186,0,6,1988,1,125,2.5
5161061,2027962693,0,6,1990,1,125,2.5
5161061,1652007005,0,6,1990,1,125,2.5
5161061,2169802745,0,6,1990,1,125,2.5
5161061,319129729,0,6,1990,1,125,2.5
5161061,861989233,0,6,1990,1,125,2.5
5161061,1926865450,0,6,1990,1,125,2.5
5161061,3272920269,0,6,1990,1,125,2.5
5161061,1538046875,0,6,1990,1,125,2.5
5161061,737935339,0,6,1990,1,125,2.5
5161061,2098674667,0,6,1990,1,125,2.5
7336598,1980837904,0,5,1980,1,1,2.5
7336598,2428145712,0,5,1980,1,1,2.5
7336598,380501274,0,5,1980,1,1,2.5
7336598,1820029797,0,5,1980,1,1,2.5
7336598,4125420656,0,5,1980,1,1,2.5
7336598,1501679119,0,5,1980,1,1,2.5
7514340,507707719,0,6,1982,1,14,2.5
7514340,3841392405,0,6,1982,1,14,2.5
7514340,4134671058,0,6,1982,1,14,2.5
7514340,854823005,0,6,1982,1,14,2.5
7514340,2696649330,0,6,1982,1,14,2.5
7514340,901144614,0,6,1982,1,14,2.5
15390083,907302600,0,11,1996,1,138,2.5
15390083,2643833505,0,11,1996,1,138,2.5
15390083,1361307272,0,11,1996,1,138,2.5
15390083,955398943,0,11,1996,1,138,2.5
15390083,771676713,0,11,1996,1,138,2.5
15390083,633659090,0,11,1996,1,138,2.5
15390083,2529072432,0,11,1996,1,138,2.5
16454810,968434069,0,11,1998,2,35,2.5
16454810,2006570293,0,11,1998,2,35,2.5
16454810,761140108,0,11,1998,2,35,2.5
16454810,589257919,0,11,1998,2,35,2.5
16454810,1779618386,0,11,1998,2,35,2.5
16454810,665321720,0,11,1998,2,35,2.5
18236457,3214494361,0,6,1984,2,74,2.5
18236457,3004007968,0,6,1984,2,74,2.5
18236457,452781702,0,6,1984,2,74,2.5
18236457,2077156568,0,6,1984,2,74,2.5
18236457,1703679230,0,6,1984,2,74,2.5
18236457,3553950281,0,6,1984,2,74,2.5
18236457,2353399295,0,6,1984,2,74,2.5
20018153,3592182997,1,20,1989,2,123,3
20018153,3583332424,0,20,1989,2,123,2.5
20018153,2053692105,0,20,1989,2,123,2.5
20018153,2410772923,0,20,1989,2,123,2.5
20018153,63412025,0,20,1989,2,123,2.5
20018153,464565286,0,20,1989,2,123,2.5
23465780,2529072432,0,11,1996,1,138,2.5
23465780,3017074183,0,11,1996,1,138,2.5
23465780,602394192,0,11,1996,1,138,2.5
23465780,955398943,0,11,1996,1,138,2.5
23465780,3807695143,0,11,1996,1,138,2.5
23465780,2414358105,0,11,1996,1,138,2.5
23465780,1600413013,0,11,1996,1,138,2.5
30355949,2860418664,0,11,1994,1,138,2.5
30355949,438768882,0,11,1994,1,138,2.5
30355949,4294209504,0,11,1994,1,138,2.5
30355949,1773230862,0,11,1994,1,138,2.5
30355949,3404987729,0,11,1994,1,138,2.5
30355949,661460159,0,11,1994,1,138,2.5
30355949,955398943,0,11,1994,1,138,2.5
33509612,794450376,0,5,1997,2,116,2.5
33509612,4203627753,0,5,1997,2,116,2.5
33509612,2668074570,0,5,1997,2,116,2.5
33509612,966971643,0,5,1997,2,116,2.5
33509612,2428145712,0,5,1997,2,116,2.5
33509612,1860511950,0,5,1997,2,116,2.5
35565661,378408397,0,6,1989,2,91,2.5
35565661,652541886,0,6,1989,2,91,2.5
35565661,2139975650,0,6,1989,2,91,2.5
35565661,3655418763,0,6,1989,2,91,2.5
35565661,275437483,0,6,1989,2,91,2.5
35565661,2036167774,0,6,1989,2,91,2.5
37106093,3306999925,0,11,1993,1,138,2.5
37106093,2692070381,0,11,1993,1,138,2.5
37106093,2198898969,0,11,1993,1,138,2.5
37106093,1617391894,0,11,1993,1,138,2.5
37106093,3336783567,0,11,1993,1,138,2.5
37106093,3931717290,0,11,1993,1,138,2.5
37106093,4096532695,0,11,1993,1,138,2.5
38395056,200617654,0,11,1986,2,138,2.5
38395056,1580455386,0,11,1986,2,138,2.5
38395056,3252432592,0,11,1986,2,138,2.5
38395056,677485601,0,11,1986,2,138,2.5
38395056,1278585786,0,11,1986,2,138,2.5
38395056,3415281246,0,11,1986,2,138,2.5
43826519,4292059849,0,11,1986,1,108,2.5
43826519,1788874248,0,11,1986,1,108,2.5
43826519,605300738,0,11,1986,1,108,2.5
43826519,4229681081,0,11,1986,1,108,2.5
43826519,4205267137,0,11,1986,1,108,2.5
43826519,680476316,0,11,1986,1,108,2.5
43826519,2378630297,0,11,1986,1,108,2.5
43965236,2725164213,0,11,1992,1,283,2.5
43965236,4082601014,0,11,1992,1,283,2.5
43965236,3395117104,0,11,1992,1,283,2.5
43965236,228340462,0,11,1992,1,283,2.5
43965236,1900273727,0,11,1992,1,283,2.5
43965236,2923175068,0,11,1992,1,283,2.5
43965236,559618821,0,11,1992,1,283,2.5
43965236,2806565970,0,11,1992,1,283,2.5
48222018,758289588,0,11,1992,1,138,2.5
48222018,2163997791,0,11,1992,1,138,2.5
48222018,496131340,0,11,1992,1,138,2.5
48222018,2489566262,0,11,1992,1,138,2.5
48222018,2347297427,0,11,1992,1,138,2.5
50521271,1927775201,0,11,1988,1,173,2.5
50521271,1667438718,0,11,1988,1,173,2.5
50521271,3211023626,0,11,1988,1,173,2.5
50521271,1070478164,0,11,1988,1,173,2.5
50521271,1570912780,0,11,1988,1,173,2.5
50521271,982322965,0,11,1988,1,173,2.5
57783108,3275248026,0,11,1993,1,138,2.5
57783108,2355400133,0,11,1993,1,138,2.5
57783108,2529072432,0,11,1993,1,138,2.5
57783108,2860418664,0,11,1993,1,138,2.5
57783108,1082833698,0,11,1993,1,138,2.5
57783108,1858978872,0,11,1993,1,138,2.5
57783108,1872379613,0,11,1993,1,138,2.5
57783108,1143513079,0,11,1993,1,138,2.5
57783108,1600413013,0,11,1993,1,138,2.5
57783108,3735036412,0,11,1993,1,138,2.5
57783108,861118590,0,11,1993,1,138,2.5
65116502,1966347593,0,6,1994,2,283,2.5
65116502,4227721355,0,6,1994,2,283,2.5
